event_id,event_ts,plant,line,shift,machine_id,operator_id,machine_age_yrs,material_grade,temp_c,humidity_pct,process_speed_units_hr,inspection_method,defect_type,defect_severity_0to3,decision_rework,rework_time_min,final_pass,scrap,total_cycle_time_min,energy_kwh,cost_usd,warranty_claim_90d
M204194,2025-09-05 15:23:24,plant_3,line_D,night,MC132,OP1374,10.41,grade_A,11.1,47.1,118.2,vision,none,0,0,0.0,0,0,27.9,1.268,21.15,0
M204195,2025-10-26 09:00:29,plant_2,line_A,swing,MC141,OP1197,9.02,grade_A,10.9,64.5,154.3,manual,none,0,0,0.0,1,0,33.1,1.443,25.08,0
M204196,2025-09-17 10:42:51,plant_3,line_B,swing,MC133,OP1180,6.84,grade_A,12.3,57.5,117.1,manual,none,0,0,0.0,1,0,32.0,1.362,24.25,0
M204197,2025-12-20 10:42:04,plant_2,line_B,day,MC133,OP1121,1.3,grade_A,16.1,61.7,132.5,vision,scratch,1,1,11.2,1,0,38.2,1.601,28.94,0
M204198,2025-09-29 22:03:46,plant_2,line_D,swing,MC117,OP1092,5.28,grade_A,8.7,47.4,159.5,manual,finish,2,1,32.6,1,0,72.8,2.069,54.97,0
M204199,2025-10-31 07:42:37,plant_2,line_B,swing,MC154,OP1389,6.57,grade_A,11.9,66.6,116.0,manual,none,0,0,0.0,1,0,30.5,1.368,23.12,0
M204200,2025-11-01 11:39:30,plant_3,line_A,swing,MC154,OP1411,5.55,grade_A,10.1,60.4,123.7,sensor,none,0,0,0.0,1,0,29.3,1.475,27.24,0
M204201,2025-11-05 16:58:32,plant_2,line_A,swing,MC125,OP1259,4.16,grade_A,8.2,70.9,132.1,manual,none,0,0,0.0,1,0,35.1,1.548,26.6,0
M204202,2025-12-05 00:53:21,plant_2,line_C,day,MC109,OP1002,7.94,grade_B,19.0,60.9,144.4,vision,contamination,1,1,20.7,1,0,49.8,1.647,37.65,0
M204203,2025-07-26 15:13:40,plant_3,line_D,night,MC149,OP1445,10.21,grade_C,16.6,39.9,152.1,sensor,none,0,0,0.0,1,0,41.4,1.527,36.32,0
M204204,2025-07-23 00:37:37,plant_3,line_A,night,MC116,OP1167,11.74,grade_C,16.1,35.4,109.0,vision,none,0,0,0.0,0,0,30.2,1.354,22.89,0
M204205,2025-11-09 03:29:12,plant_2,line_C,day,MC108,OP1126,11.25,grade_A,7.9,76.9,105.0,vision,finish,2,1,31.0,0,1,57.5,1.683,103.43,0
M204206,2025-08-17 07:26:22,plant_2,line_C,swing,MC158,OP1006,4.47,grade_B,10.4,35.2,66.3,sensor,none,0,0,0.0,1,0,22.0,1.043,21.69,0
M204207,2025-08-26 03:34:54,plant_1,line_C,day,MC122,OP1293,0.42,grade_A,8.2,45.8,92.3,vision,none,0,0,0.0,1,0,28.0,1.277,21.23,0
M204208,2025-08-27 21:03:44,plant_3,line_C,day,MC155,OP1021,0.71,grade_A,10.6,51.2,110.1,vision,none,0,0,0.0,1,0,26.7,1.262,20.25,0
M204209,2026-01-08 15:48:54,plant_2,line_A,swing,MC129,OP1369,5.34,grade_C,20.3,77.5,117.3,vision,none,0,0,0.0,1,0,35.5,1.278,26.86,0
M204210,2025-10-01 20:25:12,plant_3,line_A,swing,MC156,OP1413,7.41,grade_A,7.8,47.6,79.8,manual,none,0,0,0.0,1,0,23.7,1.202,17.99,0
M204211,2026-01-10 21:06:26,plant_1,line_C,night,MC153,OP1037,3.27,grade_B,18.1,68.8,140.8,vision,none,0,0,0.0,1,0,29.8,1.314,22.59,0
M204212,2025-08-05 15:58:26,plant_3,line_D,swing,MC118,OP1221,7.09,grade_A,11.5,37.9,131.1,vision,none,0,0,0.0,1,0,31.9,1.421,24.18,0
M204213,2025-07-26 11:59:53,plant_1,line_B,day,MC113,OP1070,9.95,grade_B,15.3,33.9,140.8,manual,none,0,0,0.0,0,0,30.9,1.576,23.46,0
M204214,2025-12-11 05:44:34,plant_1,line_D,day,MC137,OP1093,1.56,grade_B,18.5,70.6,104.1,sensor,none,0,1,16.6,1,0,32.1,1.372,29.32,0
M204215,2025-12-29 07:40:42,plant_2,line_D,swing,MC130,OP1181,1.7,grade_B,18.4,71.5,150.2,vision,none,0,0,0.0,1,0,32.4,1.57,24.58,0
M204216,2025-09-21 15:59:54,plant_3,line_C,day,MC153,OP1430,10.78,grade_B,10.2,54.6,153.3,manual,none,0,0,0.0,1,0,34.7,1.531,26.3,0
M204217,2025-12-30 17:30:19,plant_1,line_C,day,MC141,OP1331,7.73,grade_B,18.9,72.8,128.5,manual,none,0,0,0.0,1,0,28.6,1.32,21.69,0
M204218,2025-10-22 17:56:14,plant_1,line_A,day,MC101,OP1163,6.59,grade_A,8.0,47.9,92.0,manual,none,0,0,0.0,1,0,24.7,1.149,18.73,0
M204219,2025-10-08 00:42:08,plant_1,line_A,day,MC144,OP1440,5.1,grade_B,11.0,51.3,108.4,manual,none,0,0,0.0,0,0,30.8,1.271,23.33,0
M204220,2025-10-17 18:57:09,plant_1,line_B,swing,MC123,OP1320,6.33,grade_B,5.0,50.5,111.5,manual,none,0,0,0.0,1,0,30.0,1.277,22.73,0
M204221,2025-07-01 00:08:48,plant_3,line_A,day,MC101,OP1169,5.24,grade_A,12.7,36.2,113.1,vision,none,0,1,0.0,1,0,30.1,1.344,22.82,0
M204222,2025-12-24 11:35:56,plant_3,line_D,day,MC148,OP1376,7.94,grade_A,20.2,72.8,155.4,vision,none,0,0,0.0,0,0,28.8,1.305,21.83,0
M204223,2025-07-28 22:31:47,plant_1,line_A,day,MC131,OP1092,7.61,grade_C,13.1,41.4,116.2,manual,none,0,1,6.0,1,0,34.4,1.442,26.06,0
M204224,2025-07-21 03:36:10,plant_1,line_A,night,MC137,OP1121,7.07,grade_A,14.6,28.5,95.9,manual,scratch,1,1,22.0,1,0,50.7,1.576,38.31,0
M204225,2025-07-31 22:37:57,plant_1,line_B,swing,MC104,OP1225,8.9,grade_A,9.8,40.5,142.5,manual,none,0,0,0.0,1,0,37.8,1.459,28.61,0
M204226,2025-08-20 23:42:54,plant_2,line_D,swing,MC103,OP1330,6.96,grade_A,9.3,55.6,130.3,sensor,none,0,0,0.0,1,0,34.0,1.525,30.77,0
M204227,2025-09-15 17:48:03,plant_2,line_D,swing,MC132,OP1140,5.67,grade_A,12.7,52.5,169.4,manual,none,0,0,0.0,1,0,38.4,1.545,29.08,0
M204228,2025-07-27 10:21:11,plant_1,line_B,swing,MC126,OP1449,5.76,grade_C,13.0,44.9,136.4,manual,dimension,1,1,20.8,0,0,51.8,1.729,39.16,0
M204229,2025-07-14 23:19:56,plant_2,line_B,swing,MC114,OP1091,9.5,grade_B,18.2,48.7,129.9,manual,none,0,0,0.0,1,0,27.5,1.331,20.86,0
M204230,2025-10-25 21:47:05,plant_1,line_C,night,MC151,OP1222,9.1,grade_A,7.8,48.3,144.3,sensor,none,0,0,0.0,1,0,34.7,1.516,31.3,0
M204231,2025-07-13 18:44:49,plant_3,line_D,swing,MC158,OP1154,6.5,grade_C,18.9,29.7,119.2,vision,none,0,0,0.0,1,0,26.3,1.4,19.98,0
M204232,2025-09-09 12:49:03,plant_2,line_D,day,MC125,OP1207,3.43,grade_C,9.0,43.3,162.9,vision,none,0,0,0.0,1,0,27.9,1.5,21.19,0
M204233,2025-10-21 08:44:02,plant_1,line_D,night,MC137,OP1098,0.84,grade_A,9.6,52.2,105.3,manual,none,0,0,0.0,1,0,24.5,1.194,18.59,0
M204234,2025-10-03 04:37:33,plant_2,line_D,swing,MC134,OP1417,9.07,grade_C,8.9,49.6,161.9,manual,finish,3,1,41.6,0,1,75.0,2.12,156.63,0
M204235,2025-10-29 07:31:26,plant_2,line_C,day,MC130,OP1388,3.19,grade_C,11.6,61.9,117.8,vision,dimension,1,0,0.0,1,0,26.6,1.298,20.18,0
M204236,2025-09-27 13:43:15,plant_2,line_B,day,MC157,OP1209,3.26,grade_A,8.2,49.1,132.1,manual,none,0,0,0.0,1,0,33.1,1.404,25.08,0
M204237,2026-01-13 11:38:02,plant_1,line_A,swing,MC146,OP1053,5.0,grade_C,18.4,70.4,74.1,vision,none,0,0,0.0,1,0,30.1,1.294,22.81,0
M204238,2025-11-20 14:05:54,plant_1,line_A,day,MC134,OP1232,0.2,grade_B,5.5,73.4,98.4,vision,none,0,0,0.0,1,0,20.0,1.174,15.21,0
M204239,2025-10-16 12:32:41,plant_2,line_A,day,MC114,OP1041,5.07,grade_A,7.8,68.1,136.5,vision,none,0,0,0.0,1,0,28.8,1.286,21.83,0
M204240,2025-12-11 03:18:33,plant_1,line_D,swing,MC103,OP1430,8.77,grade_A,12.6,58.3,173.9,vision,none,0,0,0.0,0,0,37.4,1.491,28.32,0
M204241,2026-01-06 20:05:52,plant_1,line_A,day,MC122,OP1276,7.47,grade_B,22.3,59.8,136.1,vision,none,0,1,13.4,1,0,33.5,1.3,25.36,0
M204242,2026-01-12 19:05:32,plant_1,line_C,day,MC104,OP1282,7.24,grade_B,21.8,66.6,90.0,manual,dimension,2,1,23.9,1,0,52.9,1.768,39.99,0
M204243,2025-10-04 21:39:09,plant_2,line_D,swing,MC109,OP1005,4.62,grade_A,5.0,52.8,112.0,manual,none,0,0,0.0,1,0,25.4,1.258,19.28,0
M204244,2026-01-05 18:13:41,plant_1,line_D,day,MC108,OP1316,8.97,grade_B,18.8,52.2,141.6,manual,none,0,0,0.0,1,0,34.4,1.422,26.06,0
M204245,2025-08-30 01:15:54,plant_1,line_D,swing,MC140,OP1085,8.21,grade_B,8.0,57.9,101.7,manual,none,0,0,0.0,1,0,33.3,1.521,25.25,0
M204246,2025-11-06 19:41:08,plant_1,line_B,swing,MC159,OP1356,1.27,grade_A,11.6,55.7,112.9,vision,none,0,0,0.0,1,0,27.4,1.268,20.78,0
M204247,2025-10-05 19:22:18,plant_1,line_D,day,MC141,OP1279,7.89,grade_A,9.5,50.5,110.9,vision,finish,2,1,24.3,0,1,51.6,1.751,99.02,0
M204248,2025-09-01 14:54:38,plant_2,line_B,swing,MC138,OP1077,0.2,grade_B,7.4,48.5,119.3,sensor,none,0,0,0.0,1,0,30.4,1.224,28.02,0
M204249,2025-10-24 03:26:54,plant_1,line_A,day,MC127,OP1051,4.81,grade_C,7.0,52.1,164.8,vision,none,0,0,0.0,1,0,31.4,1.523,23.82,0
M204250,2025-11-03 04:29:31,plant_3,line_C,swing,MC134,OP1301,7.95,grade_A,13.0,68.3,133.6,vision,none,0,0,0.0,1,0,27.3,1.356,20.72,0
M204251,2025-11-19 12:25:11,plant_1,line_D,day,MC127,OP1238,8.73,grade_C,15.3,63.3,139.0,vision,none,0,0,0.0,1,0,34.0,1.368,25.75,0
M204252,2025-09-15 14:35:38,plant_1,line_B,swing,MC104,OP1062,1.92,grade_A,8.1,46.2,132.9,manual,none,0,0,0.0,1,0,32.0,1.41,24.25,0
M204253,2026-01-06 18:35:49,plant_2,line_B,night,MC103,OP1040,4.41,grade_A,19.7,71.9,104.1,sensor,none,0,0,0.0,1,0,21.3,1.31,21.21,0
M204254,2026-01-10 23:06:09,plant_1,line_B,day,MC138,OP1188,9.57,grade_B,17.0,66.8,136.2,vision,none,0,0,0.0,1,0,27.1,1.486,20.59,0
M204255,2025-08-09 05:10:21,plant_1,line_B,day,MC138,OP1093,8.04,grade_B,10.5,36.7,130.6,manual,none,0,0,0.0,1,0,36.2,1.56,27.43,0
M204256,2025-12-14 21:15:41,plant_2,line_A,night,MC105,OP1274,8.09,grade_A,18.6,61.2,113.6,vision,scratch,2,1,22.7,1,0,53.5,1.678,40.43,0
M204257,2025-11-11 20:42:48,plant_2,line_B,day,MC116,OP1086,13.13,grade_B,10.9,61.2,116.3,manual,none,0,0,0.0,1,0,31.3,1.337,23.72,0
M204258,2025-10-04 21:54:43,plant_2,line_C,swing,MC102,OP1261,4.41,grade_A,14.5,66.1,84.0,sensor,none,0,0,0.0,1,0,21.5,1.026,21.31,0
M204259,2025-10-28 10:24:21,plant_2,line_C,swing,MC101,OP1321,9.96,grade_A,12.5,61.8,129.5,manual,none,0,1,0.5,1,0,25.2,1.274,19.13,0
M204260,2025-07-25 01:58:41,plant_2,line_D,night,MC131,OP1318,5.55,grade_C,10.8,39.5,144.3,manual,none,0,0,0.0,1,0,35.9,1.562,27.21,0
M204261,2025-07-19 21:43:54,plant_2,line_D,swing,MC141,OP1074,6.21,grade_A,13.2,44.1,106.1,vision,none,0,1,5.9,1,0,31.1,1.518,23.6,0
M204262,2025-08-16 01:09:43,plant_1,line_D,swing,MC102,OP1087,9.0,grade_C,11.1,45.6,127.0,manual,none,0,1,16.5,1,0,48.9,1.638,36.97,0
M204263,2025-09-21 13:47:51,plant_2,line_C,night,MC110,OP1216,8.04,grade_A,11.8,44.1,129.6,manual,none,0,0,0.0,1,0,23.4,1.273,17.78,0
M204264,2025-10-12 17:31:10,plant_1,line_B,night,MC115,OP1280,3.33,grade_A,9.7,54.6,77.2,manual,none,0,0,0.0,1,0,28.4,1.165,21.51,0
M204265,2025-10-22 09:59:20,plant_2,line_A,day,MC135,OP1433,4.74,grade_B,8.2,60.5,174.2,sensor,none,0,0,0.0,1,0,31.1,1.67,28.63,0
M204266,2025-09-24 17:29:54,plant_3,line_B,day,MC104,OP1321,6.29,grade_B,13.6,50.0,107.4,manual,none,0,0,0.0,0,0,24.3,1.23,18.45,0
M204267,2025-07-24 19:32:29,plant_2,line_B,day,MC144,OP1201,5.66,grade_A,14.3,46.0,110.8,manual,none,0,0,0.0,1,0,35.4,1.311,26.79,0
M204268,2025-10-21 02:48:58,plant_1,line_A,swing,MC127,OP1061,10.87,grade_A,5.0,58.6,109.4,manual,none,0,0,0.0,1,0,29.6,1.466,22.46,0
M204269,2025-12-30 09:22:43,plant_2,line_C,day,MC140,OP1309,10.92,grade_A,20.6,74.9,130.5,sensor,none,0,0,0.0,1,0,31.7,1.43,29.03,0
M204270,2025-09-06 14:54:19,plant_3,line_A,night,MC111,OP1356,5.7,grade_B,11.7,52.9,123.4,vision,none,0,1,10.7,1,0,49.4,1.507,37.32,0
M204271,2025-08-04 03:20:38,plant_1,line_B,night,MC127,OP1269,12.33,grade_A,9.8,41.0,121.1,vision,none,0,0,0.0,1,0,27.8,1.28,21.08,0
M204272,2025-08-08 19:57:23,plant_1,line_D,swing,MC125,OP1259,3.81,grade_B,8.6,54.1,157.8,vision,none,0,0,0.0,1,0,37.5,1.582,28.41,0
M204273,2025-09-15 11:36:20,plant_1,line_D,swing,MC140,OP1303,0.2,grade_A,9.5,43.6,129.3,vision,contamination,1,1,15.7,0,0,41.1,1.423,31.08,0
M204274,2025-10-02 09:37:43,plant_1,line_B,day,MC134,OP1309,8.55,grade_A,8.8,48.6,123.5,vision,contamination,1,1,22.1,1,0,49.5,1.612,37.42,0
M204275,2025-10-12 07:50:39,plant_2,line_C,night,MC112,OP1279,6.15,grade_A,5.0,47.9,104.5,vision,finish,1,1,20.6,1,0,46.4,1.552,35.08,0
M204276,2025-08-10 17:54:15,plant_1,line_C,day,MC156,OP1077,4.28,grade_A,12.9,31.1,137.8,vision,none,0,0,0.0,1,0,29.7,1.329,22.51,0
M204277,2025-11-25 13:46:40,plant_1,line_A,night,MC141,OP1378,2.77,grade_B,11.0,73.7,161.6,manual,none,0,0,0.0,1,0,30.6,1.425,23.21,0
M204278,2025-07-06 11:03:53,plant_1,line_B,day,MC145,OP1036,7.37,grade_B,17.3,35.0,133.1,vision,scratch,1,1,29.4,1,0,59.2,1.745,44.71,0
M204279,2025-09-17 01:35:26,plant_3,line_B,swing,MC156,OP1146,9.78,grade_A,15.4,49.1,141.3,manual,finish,1,1,16.0,1,0,47.9,1.698,36.23,0
M204280,2025-10-27 09:11:57,plant_1,line_A,swing,MC143,OP1375,1.26,grade_C,6.7,58.0,128.0,manual,none,0,0,0.0,0,0,30.9,1.307,23.41,0
M204281,2025-11-16 13:30:17,plant_3,line_D,swing,MC142,OP1249,11.62,grade_A,15.4,56.5,132.9,vision,none,0,0,0.0,1,0,24.9,1.283,18.91,0
M204282,2025-09-07 21:25:06,plant_2,line_C,night,MC118,OP1030,8.06,grade_A,5.6,44.0,100.7,sensor,none,0,0,0.0,1,0,20.0,1.215,20.22,0
M204283,2025-09-14 07:57:40,plant_3,line_D,night,MC147,OP1142,4.28,grade_C,12.2,41.4,87.8,manual,none,0,0,0.0,1,0,22.9,1.229,17.4,0
M204284,2025-10-29 12:04:30,plant_1,line_B,night,MC116,OP1101,5.73,grade_B,11.1,52.7,129.2,manual,none,0,0,0.0,1,0,30.8,1.514,23.37,0
M204285,2025-10-21 00:15:23,plant_2,line_D,swing,MC112,OP1428,8.97,grade_B,11.6,66.5,151.1,vision,scratch,3,1,42.1,0,1,65.2,2.054,129.27,0
M204286,2025-07-27 11:40:27,plant_1,line_A,day,MC140,OP1091,2.84,grade_A,17.0,34.9,107.8,vision,none,0,0,0.0,1,0,30.6,1.419,23.21,0
M204287,2025-12-09 04:16:28,plant_1,line_B,night,MC121,OP1293,3.52,grade_C,14.2,62.5,114.9,vision,crack,2,1,40.2,1,0,73.7,1.995,55.63,0
M204288,2025-12-18 20:44:40,plant_2,line_D,day,MC118,OP1233,1.77,grade_B,16.3,66.2,161.7,manual,none,0,0,0.0,1,0,36.0,1.384,27.25,0
M204289,2025-09-19 18:16:21,plant_2,line_A,swing,MC140,OP1041,10.14,grade_B,10.2,47.1,181.1,manual,contamination,1,0,0.0,0,0,28.1,1.456,21.34,0
M204290,2025-12-12 23:01:38,plant_2,line_C,day,MC103,OP1427,5.58,grade_A,17.6,65.7,171.2,manual,dimension,3,0,0.0,1,0,35.6,1.574,26.98,0
M204291,2025-08-15 12:50:31,plant_1,line_C,day,MC132,OP1027,10.04,grade_A,11.3,38.8,117.5,vision,none,0,0,0.0,0,0,25.6,1.288,19.43,0
M204292,2025-12-08 03:29:03,plant_2,line_A,day,MC139,OP1038,3.74,grade_B,16.4,70.7,145.2,sensor,none,0,0,0.0,1,0,24.5,1.186,23.59,0
M204293,2025-09-26 10:19:43,plant_1,line_C,day,MC102,OP1026,6.2,grade_C,9.1,43.6,140.4,vision,none,0,0,0.0,1,0,31.0,1.418,23.51,0
M204294,2025-08-18 06:15:40,plant_3,line_C,night,MC153,OP1341,10.35,grade_B,9.1,45.9,84.0,vision,none,0,1,8.1,1,0,35.4,1.256,26.78,0
M204295,2025-11-18 20:39:16,plant_2,line_C,day,MC122,OP1190,5.12,grade_B,14.2,67.6,157.2,sensor,dimension,2,1,38.9,1,0,72.7,1.985,59.88,0
M204296,2025-12-01 19:23:15,plant_2,line_A,day,MC159,OP1270,10.45,grade_A,11.8,65.4,121.0,manual,none,0,0,0.0,1,0,24.7,1.244,18.75,0
M204297,2025-09-27 00:46:04,plant_1,line_B,swing,MC148,OP1294,5.4,grade_A,5.0,49.0,107.5,vision,none,0,0,0.0,1,0,26.0,1.194,19.71,0
M204298,2025-09-04 20:53:42,plant_3,line_C,day,MC103,OP1203,7.72,grade_A,12.7,44.9,104.0,manual,none,0,0,0.0,1,0,28.3,1.349,21.47,0
M204299,2025-08-08 20:20:04,plant_3,line_C,night,MC100,OP1300,2.49,grade_C,8.6,42.4,107.0,manual,none,0,0,0.0,1,0,24.6,1.254,18.68,0
M204300,2025-09-28 23:21:12,plant_2,line_A,night,MC106,OP1085,5.11,grade_A,10.1,50.8,138.2,sensor,none,0,1,19.2,1,0,56.5,1.628,47.67,0
M204301,2026-01-09 07:02:28,plant_1,line_A,day,MC148,OP1403,14.7,grade_A,13.6,64.4,172.6,vision,finish,3,1,41.1,1,0,76.2,2.19,57.54,0
M204302,2025-09-01 14:43:33,plant_1,line_A,night,MC149,OP1251,4.54,grade_C,10.4,42.2,105.6,manual,none,0,0,0.0,0,0,29.9,1.295,22.66,0
M204303,2025-11-23 01:19:53,plant_2,line_A,day,MC151,OP1165,8.32,grade_A,11.6,66.0,127.4,vision,none,0,0,0.0,0,0,34.0,1.269,25.73,0
M204304,2025-11-30 11:39:56,plant_1,line_A,day,MC139,OP1135,2.75,grade_B,10.9,55.5,105.7,vision,none,0,0,0.0,1,0,23.3,1.231,17.7,0
M204305,2026-01-05 01:32:50,plant_1,line_C,day,MC109,OP1223,5.98,grade_A,17.3,71.4,154.6,vision,none,0,0,0.0,1,0,31.5,1.613,23.92,0
M204306,2025-11-01 16:59:06,plant_3,line_D,day,MC149,OP1289,10.11,grade_B,8.6,62.5,117.2,vision,none,0,0,0.0,0,0,31.9,1.415,24.18,0
M204307,2025-11-01 11:38:47,plant_1,line_B,day,MC107,OP1034,5.94,grade_B,10.0,56.0,125.5,vision,none,0,0,0.0,1,0,26.5,1.368,20.12,0
M204308,2025-11-25 19:59:15,plant_2,line_D,day,MC112,OP1430,6.64,grade_C,11.2,74.0,85.9,sensor,none,0,0,0.0,1,0,26.3,1.158,24.93,0
M204309,2025-10-21 16:32:30,plant_1,line_A,swing,MC146,OP1411,4.51,grade_A,8.7,63.1,124.2,vision,none,0,0,0.0,1,0,26.7,1.259,20.25,0
M204310,2025-12-04 10:40:41,plant_2,line_A,swing,MC154,OP1074,0.53,grade_B,13.5,58.1,136.3,vision,contamination,3,1,47.3,1,0,82.3,2.061,62.1,0
M204311,2025-10-10 17:59:22,plant_1,line_C,day,MC105,OP1258,6.09,grade_C,8.4,57.5,91.0,sensor,none,0,0,0.0,1,0,26.9,1.377,25.42,0
M204312,2025-11-29 20:35:34,plant_3,line_C,day,MC122,OP1164,5.12,grade_B,12.9,62.6,120.4,manual,none,0,0,0.0,1,0,26.0,1.351,19.74,0
M204313,2025-10-15 21:32:56,plant_1,line_B,night,MC159,OP1049,7.12,grade_A,7.4,43.0,129.9,manual,none,0,0,0.0,1,0,32.8,1.462,24.86,0
M204314,2025-11-07 15:23:24,plant_1,line_C,day,MC112,OP1124,0.2,grade_A,9.9,54.2,103.0,manual,none,0,0,0.0,1,0,37.3,1.359,28.22,0
M204315,2026-01-06 11:30:22,plant_3,line_C,night,MC108,OP1229,5.77,grade_A,21.9,59.1,169.2,sensor,none,0,0,0.0,1,0,28.1,1.434,26.33,0
M204316,2025-10-22 22:19:32,plant_1,line_C,swing,MC143,OP1257,3.88,grade_A,10.7,47.7,103.6,sensor,none,0,0,0.0,1,0,29.2,1.391,27.15,0
M204317,2025-09-27 00:56:00,plant_3,line_B,day,MC135,OP1016,3.69,grade_A,9.1,55.5,116.5,vision,none,0,0,0.0,1,0,27.8,1.413,21.1,0
M204318,2025-10-07 19:31:10,plant_1,line_D,swing,MC159,OP1219,6.55,grade_A,5.3,52.2,130.8,manual,none,0,0,0.0,1,0,28.3,1.377,21.47,0
M204319,2025-12-08 14:41:33,plant_1,line_B,swing,MC143,OP1294,7.71,grade_A,17.4,60.0,190.0,sensor,none,0,0,0.0,1,0,24.7,1.437,23.78,0
M204320,2025-07-18 13:00:32,plant_3,line_B,day,MC105,OP1447,6.49,grade_A,18.4,41.3,170.9,manual,none,0,0,0.0,1,0,34.3,1.661,26.02,0
M204321,2025-10-29 18:40:47,plant_3,line_D,day,MC138,OP1172,2.26,grade_B,6.7,53.4,130.7,manual,none,0,0,0.0,1,0,28.7,1.236,21.75,0
M204322,2025-07-08 04:50:43,plant_1,line_A,night,MC129,OP1015,5.61,grade_A,15.5,28.7,77.7,manual,none,0,0,0.0,1,0,36.8,1.419,27.86,0
M204323,2025-10-10 15:07:46,plant_1,line_C,night,MC126,OP1199,11.56,grade_B,12.4,56.9,112.7,vision,none,0,1,0.4,1,0,29.5,1.35,22.37,0
M204324,2025-12-31 03:45:47,plant_1,line_B,night,MC111,OP1300,9.27,grade_A,22.9,60.0,113.6,manual,crack,2,1,24.8,1,0,60.0,1.889,45.34,0
M204325,2025-10-23 21:16:17,plant_3,line_C,day,MC116,OP1092,1.81,grade_A,9.3,66.7,134.5,manual,none,0,0,0.0,1,0,28.8,1.432,21.86,0
M204326,2025-11-14 14:44:35,plant_3,line_A,night,MC120,OP1249,6.83,grade_B,11.0,55.1,123.2,sensor,none,0,0,0.0,1,0,33.9,1.391,30.68,0
M204327,2025-10-23 06:01:13,plant_1,line_C,swing,MC129,OP1404,5.42,grade_A,11.0,57.7,150.8,manual,none,0,0,0.0,1,0,31.9,1.349,24.17,0
M204328,2025-12-01 00:39:55,plant_1,line_B,day,MC131,OP1111,5.63,grade_B,9.7,60.1,113.6,manual,none,0,0,0.0,1,0,27.5,1.244,20.85,0
M204329,2025-07-06 01:25:17,plant_1,line_B,day,MC124,OP1256,4.27,grade_B,17.2,34.8,116.5,manual,dimension,1,1,26.1,1,0,53.9,1.659,40.72,0
M204330,2026-01-09 10:04:09,plant_1,line_A,swing,MC144,OP1281,4.74,grade_A,18.9,55.9,111.0,vision,scratch,1,0,0.0,1,0,28.0,1.269,21.23,0
M204331,2025-07-25 05:33:35,plant_1,line_D,day,MC141,OP1025,5.68,grade_B,14.6,42.4,131.3,manual,none,0,0,0.0,0,0,35.9,1.513,27.2,0
M204332,2025-12-15 09:07:33,plant_2,line_C,day,MC108,OP1092,6.43,grade_A,13.2,65.4,62.4,manual,none,0,0,0.0,1,0,23.8,1.05,18.04,0
M204333,2025-10-28 18:05:32,plant_3,line_C,night,MC105,OP1100,4.4,grade_B,10.0,53.2,128.8,vision,scratch,1,1,11.0,1,0,41.7,1.479,31.54,0
M204334,2025-11-24 22:27:26,plant_1,line_D,day,MC139,OP1236,7.98,grade_B,11.0,59.9,111.4,manual,none,0,1,17.7,1,0,51.7,1.535,39.05,0
M204335,2025-08-14 14:34:27,plant_2,line_B,swing,MC144,OP1431,10.45,grade_B,7.9,33.9,135.1,sensor,none,0,0,0.0,1,0,31.8,1.382,29.1,0
M204336,2025-09-05 13:59:04,plant_1,line_D,night,MC106,OP1234,6.92,grade_B,10.7,39.7,150.2,sensor,none,0,0,0.0,1,0,32.6,1.359,29.69,0
M204337,2025-08-03 16:08:11,plant_3,line_A,day,MC116,OP1130,8.91,grade_C,13.9,36.5,151.7,vision,none,0,1,6.2,1,0,44.0,1.652,33.3,0
M204338,2025-07-08 17:50:01,plant_1,line_B,swing,MC148,OP1117,1.56,grade_C,16.1,40.5,121.2,vision,none,0,0,0.0,1,0,34.9,1.425,26.43,0
M204339,2025-11-30 04:28:57,plant_3,line_A,night,MC121,OP1101,8.51,grade_B,17.0,58.7,138.9,manual,none,0,0,0.0,1,0,33.3,1.502,25.25,0
M204340,2025-10-07 03:37:54,plant_3,line_B,swing,MC153,OP1013,8.43,grade_C,6.2,61.1,95.9,manual,none,0,1,0.0,1,0,32.0,1.371,24.25,0
M204341,2025-09-16 15:34:13,plant_1,line_B,day,MC137,OP1173,4.37,grade_A,12.0,52.1,84.3,manual,none,0,0,0.0,1,0,32.1,1.286,24.31,0
M204342,2025-11-14 22:22:04,plant_1,line_B,day,MC109,OP1442,4.5,grade_A,8.7,56.3,101.6,manual,none,0,1,7.0,1,0,38.2,1.44,28.91,0
M204343,2025-10-13 22:51:58,plant_1,line_A,swing,MC142,OP1165,6.57,grade_B,9.8,58.9,120.8,vision,dimension,2,1,42.5,1,0,70.9,1.897,53.52,0
M204344,2025-09-26 22:06:05,plant_1,line_B,night,MC113,OP1191,0.2,grade_A,8.8,62.7,158.5,manual,none,0,0,0.0,1,0,36.2,1.479,27.42,0
M204345,2025-11-17 20:10:08,plant_3,line_B,swing,MC159,OP1201,5.21,grade_B,17.1,55.5,153.6,sensor,none,0,0,0.0,1,0,30.4,1.393,28.05,0
M204346,2025-12-27 14:24:55,plant_2,line_B,day,MC113,OP1225,5.05,grade_B,18.2,62.7,98.2,vision,finish,1,1,14.3,1,0,44.3,1.601,33.51,0
M204347,2025-12-04 13:06:34,plant_2,line_A,day,MC104,OP1123,6.8,grade_A,15.6,63.3,83.2,manual,none,0,0,0.0,1,0,25.9,1.207,19.64,0
